Borough,Grade,Year,Category_Econ,Number Tested_Econ,Mean Scale Score_Econ,Category_Ethnicity,Number Tested_Ethnicity,Mean Scale Score_Ethnicity,Category,Number Tested,Mean Scale Score
BRONX,All Grades,2018,Econ Disadv,76228,593,Hispanic,54848,593,Not SWD,64458,598.0
BRONX,All Grades,2018,Econ Disadv,76228,593,Hispanic,54848,593,SWD,21740,581.0
BRONX,All Grades,2018,Econ Disadv,76228,593,Multi-Racial,319,601,Not SWD,64458,598.0
BRONX,All Grades,2018,Econ Disadv,76228,593,Multi-Racial,319,601,SWD,21740,581.0
BRONX,All Grades,2018,Econ Disadv,76228,593,Native American,819,595,Not SWD,64458,598.0
BRONX,All Grades,2018,Econ Disadv,76228,593,Native American,819,595,SWD,21740,581.0
BRONX,All Grades,2018,Econ Disadv,76228,593,White,3932,600,Not SWD,64458,598.0
BRONX,All Grades,2018,Econ Disadv,76228,593,White,3932,600,SWD,21740,581.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,Asian,3960,604,Not SWD,64458,598.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,Asian,3960,604,SWD,21740,581.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,Black,22320,594,Not SWD,64458,598.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,Black,22320,594,SWD,21740,581.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,Hispanic,54848,593,Not SWD,64458,598.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,Hispanic,54848,593,SWD,21740,581.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,Multi-Racial,319,601,Not SWD,64458,598.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,Multi-Racial,319,601,SWD,21740,581.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,Native American,819,595,Not SWD,64458,598.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,Native American,819,595,SWD,21740,581.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,White,3932,600,Not SWD,64458,598.0
BRONX,All Grades,2018,Not Econ Disadv,9970,601,White,3932,600,SWD,21740,581.0
BROOKLYN,3,2024,Econ Disadv,9709,442,Asian,3301,452,Not SWD,11397,450.0
BROOKLYN,3,2024,Econ Disadv,9709,442,Asian,3301,452,SWD,2999,433.0
BROOKLYN,3,2024,Econ Disadv,9709,442,Black,3078,442,Not SWD,11397,450.0
BROOKLYN,3,2024,Econ Disadv,9709,442,Black,3078,442,SWD,2999,433.0
BROOKLYN,3,2024,Econ Disadv,9709,442,Hispanic,4166,439,Not SWD,11397,450.0
BROOKLYN,3,2024,Econ Disadv,9709,442,Hispanic,4166,439,SWD,2999,433.0
BROOKLYN,3,2024,Econ Disadv,9709,442,Multi-Racial,384,460,Not SWD,11397,450.0
BROOKLYN,3,2024,Econ Disadv,9709,442,Multi-Racial,384,460,SWD,2999,433.0
BROOKLYN,3,2024,Econ Disadv,9709,442,Native American,134,443,Not SWD,11397,450.0
BROOKLYN,3,2024,Econ Disadv,9709,442,Native American,134,443,SWD,2999,433.0
BROOKLYN,3,2024,Econ Disadv,9709,442,White,3328,453,Not SWD,11397,450.0
BROOKLYN,3,2024,Econ Disadv,9709,442,White,3328,453,SWD,2999,433.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,Asian,3301,452,Not SWD,11397,450.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,Asian,3301,452,SWD,2999,433.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,Black,3078,442,Not SWD,11397,450.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,Black,3078,442,SWD,2999,433.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,Hispanic,4166,439,Not SWD,11397,450.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,Hispanic,4166,439,SWD,2999,433.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,Multi-Racial,384,460,Not SWD,11397,450.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,Multi-Racial,384,460,SWD,2999,433.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,Native American,134,443,Not SWD,11397,450.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,Native American,134,443,SWD,2999,433.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,White,3328,453,Not SWD,11397,450.0
BROOKLYN,3,2024,Not Econ Disadv,4687,455,White,3328,453,SWD,2999,433.0
BROOKLYN,4,2024,Econ Disadv,9867,444,Asian,3298,454,Not SWD,11543,452.0
BROOKLYN,4,2024,Econ Disadv,9867,444,Asian,3298,454,SWD,3017,432.0
BROOKLYN,4,2024,Econ Disadv,9867,444,Black,3237,443,Not SWD,11543,452.0
BROOKLYN,4,2024,Econ Disadv,9867,444,Black,3237,443,SWD,3017,432.0
BROOKLYN,4,2024,Econ Disadv,9867,444,Hispanic,4298,441,Not SWD,11543,452.0
BROOKLYN,4,2024,Econ Disadv,9867,444,Hispanic,4298,441,SWD,3017,432.0
BROOKLYN,4,2024,Econ Disadv,9867,444,Multi-Racial,344,459,Not SWD,11543,452.0
BROOKLYN,4,2024,Econ Disadv,9867,444,Multi-Racial,344,459,SWD,3017,432.0
BROOKLYN,4,2024,Econ Disadv,9867,444,Native American,87,445,Not SWD,11543,452.0
BROOKLYN,4,2024,Econ Disadv,9867,444,Native American,87,445,SWD,3017,432.0
BROOKLYN,4,2024,Econ Disadv,9867,444,White,3282,454,Not SWD,11543,452.0
BROOKLYN,4,2024,Econ Disadv,9867,444,White,3282,454,SWD,3017,432.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,Asian,3298,454,Not SWD,11543,452.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,Asian,3298,454,SWD,3017,432.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,Black,3237,443,Not SWD,11543,452.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,Black,3237,443,SWD,3017,432.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,Hispanic,4298,441,Not SWD,11543,452.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,Hispanic,4298,441,SWD,3017,432.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,Multi-Racial,344,459,Not SWD,11543,452.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,Multi-Racial,344,459,SWD,3017,432.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,Native American,87,445,Not SWD,11543,452.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,Native American,87,445,SWD,3017,432.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,White,3282,454,Not SWD,11543,452.0
BROOKLYN,4,2024,Not Econ Disadv,4693,455,White,3282,454,SWD,3017,432.0
BROOKLYN,5,2024,Econ Disadv,10254,442,Asian,3307,453,Not SWD,11669,449.0
BROOKLYN,5,2024,Econ Disadv,10254,442,Asian,3307,453,SWD,3128,431.0
BROOKLYN,5,2024,Econ Disadv,10254,442,Black,3385,440,Not SWD,11669,449.0
BROOKLYN,5,2024,Econ Disadv,10254,442,Black,3385,440,SWD,3128,431.0
BROOKLYN,5,2024,Econ Disadv,10254,442,Hispanic,4447,438,Not SWD,11669,449.0
BROOKLYN,5,2024,Econ Disadv,10254,442,Hispanic,4447,438,SWD,3128,431.0
BROOKLYN,5,2024,Econ Disadv,10254,442,Multi-Racial,303,461,Not SWD,11669,449.0
BROOKLYN,5,2024,Econ Disadv,10254,442,Multi-Racial,303,461,SWD,3128,431.0
BROOKLYN,5,2024,Econ Disadv,10254,442,Native American,121,441,Not SWD,11669,449.0
BROOKLYN,5,2024,Econ Disadv,10254,442,Native American,121,441,SWD,3128,431.0
BROOKLYN,5,2024,Econ Disadv,10254,442,White,3174,452,Not SWD,11669,449.0
BROOKLYN,5,2024,Econ Disadv,10254,442,White,3174,452,SWD,3128,431.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,Asian,3307,453,Not SWD,11669,449.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,Asian,3307,453,SWD,3128,431.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,Black,3385,440,Not SWD,11669,449.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,Black,3385,440,SWD,3128,431.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,Hispanic,4447,438,Not SWD,11669,449.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,Hispanic,4447,438,SWD,3128,431.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,Multi-Racial,303,461,Not SWD,11669,449.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,Multi-Racial,303,461,SWD,3128,431.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,Native American,121,441,Not SWD,11669,449.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,Native American,121,441,SWD,3128,431.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,White,3174,452,Not SWD,11669,449.0
BROOKLYN,5,2024,Not Econ Disadv,4543,452,White,3174,452,SWD,3128,431.0
BROOKLYN,6,2024,Econ Disadv,9456,442,Asian,3657,456,Not SWD,12094,450.0
BROOKLYN,6,2024,Econ Disadv,9456,442,Asian,3657,456,SWD,3156,429.0
BROOKLYN,6,2024,Econ Disadv,9456,442,Black,3620,440,Not SWD,12094,450.0
BROOKLYN,6,2024,Econ Disadv,9456,442,Black,3620,440,SWD,3156,429.0
BROOKLYN,6,2024,Econ Disadv,9456,442,Hispanic,4629,438,Not SWD,12094,450.0
BROOKLYN,6,2024,Econ Disadv,9456,442,Hispanic,4629,438,SWD,3156,429.0
BROOKLYN,6,2024,Econ Disadv,9456,442,Multi-Racial,282,455,Not SWD,12094,450.0
BROOKLYN,6,2024,Econ Disadv,9456,442,Multi-Racial,282,455,SWD,3156,429.0
BROOKLYN,6,2024,Econ Disadv,9456,442,Native American,123,440,Not SWD,12094,450.0
BROOKLYN,6,2024,Econ Disadv,9456,442,Native American,123,440,SWD,3156,429.0
BROOKLYN,6,2024,Econ Disadv,9456,442,White,2916,452,Not SWD,12094,450.0
BROOKLYN,6,2024,Econ Disadv,9456,442,White,2916,452,SWD,3156,429.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,Asian,3657,456,Not SWD,12094,450.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,Asian,3657,456,SWD,3156,429.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,Black,3620,440,Not SWD,12094,450.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,Black,3620,440,SWD,3156,429.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,Hispanic,4629,438,Not SWD,12094,450.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,Hispanic,4629,438,SWD,3156,429.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,Multi-Racial,282,455,Not SWD,12094,450.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,Multi-Racial,282,455,SWD,3156,429.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,Native American,123,440,Not SWD,12094,450.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,Native American,123,440,SWD,3156,429.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,White,2916,452,Not SWD,12094,450.0
BROOKLYN,6,2024,Not Econ Disadv,5794,452,White,2916,452,SWD,3156,429.0
BROOKLYN,7,2024,Econ Disadv,11523,450,Asian,3288,462,Not SWD,12058,456.0
BROOKLYN,7,2024,Econ Disadv,11523,450,Asian,3288,462,SWD,3142,437.0
BROOKLYN,7,2024,Econ Disadv,11523,450,Black,3855,447,Not SWD,12058,456.0
BROOKLYN,7,2024,Econ Disadv,11523,450,Black,3855,447,SWD,3142,437.0
BROOKLYN,7,2024,Econ Disadv,11523,450,Hispanic,4819,445,Not SWD,12058,456.0
BROOKLYN,7,2024,Econ Disadv,11523,450,Hispanic,4819,445,SWD,3142,437.0
BROOKLYN,7,2024,Econ Disadv,11523,450,Multi-Racial,323,459,Not SWD,12058,456.0
BROOKLYN,7,2024,Econ Disadv,11523,450,Multi-Racial,323,459,SWD,3142,437.0
BROOKLYN,7,2024,Econ Disadv,11523,450,Native American,122,446,Not SWD,12058,456.0
BROOKLYN,7,2024,Econ Disadv,11523,450,Native American,122,446,SWD,3142,437.0
BROOKLYN,7,2024,Econ Disadv,11523,450,White,2771,458,Not SWD,12058,456.0
BROOKLYN,7,2024,Econ Disadv,11523,450,White,2771,458,SWD,3142,437.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,Asian,3288,462,Not SWD,12058,456.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,Asian,3288,462,SWD,3142,437.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,Black,3855,447,Not SWD,12058,456.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,Black,3855,447,SWD,3142,437.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,Hispanic,4819,445,Not SWD,12058,456.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,Hispanic,4819,445,SWD,3142,437.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,Multi-Racial,323,459,Not SWD,12058,456.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,Multi-Racial,323,459,SWD,3142,437.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,Native American,122,446,Not SWD,12058,456.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,Native American,122,446,SWD,3142,437.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,White,2771,458,Not SWD,12058,456.0
BROOKLYN,7,2024,Not Econ Disadv,3677,458,White,2771,458,SWD,3142,437.0
BROOKLYN,8,2024,Econ Disadv,10939,449,Asian,3194,463,Not SWD,11703,455.0
BROOKLYN,8,2024,Econ Disadv,10939,449,Asian,3194,463,SWD,3054,435.0
BROOKLYN,8,2024,Econ Disadv,10939,449,Black,3707,446,Not SWD,11703,455.0
BROOKLYN,8,2024,Econ Disadv,10939,449,Black,3707,446,SWD,3054,435.0
BROOKLYN,8,2024,Econ Disadv,10939,449,Hispanic,4834,443,Not SWD,11703,455.0
BROOKLYN,8,2024,Econ Disadv,10939,449,Hispanic,4834,443,SWD,3054,435.0
BROOKLYN,8,2024,Econ Disadv,10939,449,Multi-Racial,192,461,Not SWD,11703,455.0
BROOKLYN,8,2024,Econ Disadv,10939,449,Multi-Racial,192,461,SWD,3054,435.0
BROOKLYN,8,2024,Econ Disadv,10939,449,Native American,137,448,Not SWD,11703,455.0
BROOKLYN,8,2024,Econ Disadv,10939,449,Native American,137,448,SWD,3054,435.0
BROOKLYN,8,2024,Econ Disadv,10939,449,White,2639,456,Not SWD,11703,455.0
BROOKLYN,8,2024,Econ Disadv,10939,449,White,2639,456,SWD,3054,435.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,Asian,3194,463,Not SWD,11703,455.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,Asian,3194,463,SWD,3054,435.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,Black,3707,446,Not SWD,11703,455.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,Black,3707,446,SWD,3054,435.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,Hispanic,4834,443,Not SWD,11703,455.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,Hispanic,4834,443,SWD,3054,435.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,Multi-Racial,192,461,Not SWD,11703,455.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,Multi-Racial,192,461,SWD,3054,435.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,Native American,137,448,Not SWD,11703,455.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,Native American,137,448,SWD,3054,435.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,White,2639,456,Not SWD,11703,455.0
BROOKLYN,8,2024,Not Econ Disadv,3818,457,White,2639,456,SWD,3054,435.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,Asian,20045,457,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,Asian,20045,457,SWD,18496,433.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,Black,20882,443,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,Black,20882,443,SWD,18496,433.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,Hispanic,27193,441,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,Hispanic,27193,441,SWD,18496,433.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,Multi-Racial,1828,459,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,Multi-Racial,1828,459,SWD,18496,433.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,Native American,724,444,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,Native American,724,444,SWD,18496,433.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,White,18110,454,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Econ Disadv,61748,445,White,18110,454,SWD,18496,433.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,Asian,20045,457,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,Asian,20045,457,SWD,18496,433.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,Black,20882,443,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,Black,20882,443,SWD,18496,433.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,Hispanic,27193,441,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,Hispanic,27193,441,SWD,18496,433.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,Multi-Racial,1828,459,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,Multi-Racial,1828,459,SWD,18496,433.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,Native American,724,444,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,Native American,724,444,SWD,18496,433.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,White,18110,454,Not SWD,70464,452.0
BROOKLYN,All Grades,2024,Not Econ Disadv,27212,455,White,18110,454,SWD,18496,433.0
BROOKLYN,3,2023,Econ Disadv,10287,444,Asian,3325,454,Not SWD,11464,452.0
BROOKLYN,3,2023,Econ Disadv,10287,444,Asian,3325,454,SWD,2770,433.0
BROOKLYN,3,2023,Econ Disadv,10287,444,Black,3218,444,Not SWD,11464,452.0
BROOKLYN,3,2023,Econ Disadv,10287,444,Black,3218,444,SWD,2770,433.0
BROOKLYN,3,2023,Econ Disadv,10287,444,Hispanic,4125,441,Not SWD,11464,452.0
BROOKLYN,3,2023,Econ Disadv,10287,444,Hispanic,4125,441,SWD,2770,433.0
BROOKLYN,3,2023,Econ Disadv,10287,444,Multi-Racial,296,459,Not SWD,11464,452.0
BROOKLYN,3,2023,Econ Disadv,10287,444,Multi-Racial,296,459,SWD,2770,433.0
BROOKLYN,3,2023,Econ Disadv,10287,444,Native American,91,443,Not SWD,11464,452.0
BROOKLYN,3,2023,Econ Disadv,10287,444,Native American,91,443,SWD,2770,433.0
BROOKLYN,3,2023,Econ Disadv,10287,444,White,3178,455,Not SWD,11464,452.0
BROOKLYN,3,2023,Econ Disadv,10287,444,White,3178,455,SWD,2770,433.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,Asian,3325,454,Not SWD,11464,452.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,Asian,3325,454,SWD,2770,433.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,Black,3218,444,Not SWD,11464,452.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,Black,3218,444,SWD,2770,433.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,Hispanic,4125,441,Not SWD,11464,452.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,Hispanic,4125,441,SWD,2770,433.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,Multi-Racial,296,459,Not SWD,11464,452.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,Multi-Racial,296,459,SWD,2770,433.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,Native American,91,443,Not SWD,11464,452.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,Native American,91,443,SWD,2770,433.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,White,3178,455,Not SWD,11464,452.0
BROOKLYN,3,2023,Not Econ Disadv,3947,459,White,3178,455,SWD,2770,433.0
BROOKLYN,4,2023,Econ Disadv,10592,448,Asian,3289,460,Not SWD,11405,457.0
BROOKLYN,4,2023,Econ Disadv,10592,448,Asian,3289,460,SWD,3006,436.0
BROOKLYN,4,2023,Econ Disadv,10592,448,Black,3302,447,Not SWD,11405,457.0
BROOKLYN,4,2023,Econ Disadv,10592,448,Black,3302,447,SWD,3006,436.0
BROOKLYN,4,2023,Econ Disadv,10592,448,Hispanic,4340,445,Not SWD,11405,457.0
BROOKLYN,4,2023,Econ Disadv,10592,448,Hispanic,4340,445,SWD,3006,436.0
BROOKLYN,4,2023,Econ Disadv,10592,448,Multi-Racial,281,469,Not SWD,11405,457.0
BROOKLYN,4,2023,Econ Disadv,10592,448,Multi-Racial,281,469,SWD,3006,436.0
BROOKLYN,4,2023,Econ Disadv,10592,448,Native American,124,449,Not SWD,11405,457.0
BROOKLYN,4,2023,Econ Disadv,10592,448,Native American,124,449,SWD,3006,436.0
BROOKLYN,4,2023,Econ Disadv,10592,448,White,3073,460,Not SWD,11405,457.0
BROOKLYN,4,2023,Econ Disadv,10592,448,White,3073,460,SWD,3006,436.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,Asian,3289,460,Not SWD,11405,457.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,Asian,3289,460,SWD,3006,436.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,Black,3302,447,Not SWD,11405,457.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,Black,3302,447,SWD,3006,436.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,Hispanic,4340,445,Not SWD,11405,457.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,Hispanic,4340,445,SWD,3006,436.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,Multi-Racial,281,469,Not SWD,11405,457.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,Multi-Racial,281,469,SWD,3006,436.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,Native American,124,449,Not SWD,11405,457.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,Native American,124,449,SWD,3006,436.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,White,3073,460,Not SWD,11405,457.0
BROOKLYN,4,2023,Not Econ Disadv,3819,464,White,3073,460,SWD,3006,436.0
BROOKLYN,5,2023,Econ Disadv,11651,447,Asian,3701,459,Not SWD,12230,455.0
BROOKLYN,5,2023,Econ Disadv,11651,447,Asian,3701,459,SWD,3281,434.0
BROOKLYN,5,2023,Econ Disadv,11651,447,Black,3813,444,Not SWD,12230,455.0
BROOKLYN,5,2023,Econ Disadv,11651,447,Black,3813,444,SWD,3281,434.0
BROOKLYN,5,2023,Econ Disadv,11651,447,Hispanic,4611,444,Not SWD,12230,455.0
BROOKLYN,5,2023,Econ Disadv,11651,447,Hispanic,4611,444,SWD,3281,434.0
BROOKLYN,5,2023,Econ Disadv,11651,447,Multi-Racial,224,461,Not SWD,12230,455.0
BROOKLYN,5,2023,Econ Disadv,11651,447,Multi-Racial,224,461,SWD,3281,434.0
BROOKLYN,5,2023,Econ Disadv,11651,447,Native American,115,445,Not SWD,12230,455.0
BROOKLYN,5,2023,Econ Disadv,11651,447,Native American,115,445,SWD,3281,434.0
BROOKLYN,5,2023,Econ Disadv,11651,447,White,3043,458,Not SWD,12230,455.0
BROOKLYN,5,2023,Econ Disadv,11651,447,White,3043,458,SWD,3281,434.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,Asian,3701,459,Not SWD,12230,455.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,Asian,3701,459,SWD,3281,434.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,Black,3813,444,Not SWD,12230,455.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,Black,3813,444,SWD,3281,434.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,Hispanic,4611,444,Not SWD,12230,455.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,Hispanic,4611,444,SWD,3281,434.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,Multi-Racial,224,461,Not SWD,12230,455.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,Multi-Racial,224,461,SWD,3281,434.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,Native American,115,445,Not SWD,12230,455.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,Native American,115,445,SWD,3281,434.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,White,3043,458,Not SWD,12230,455.0
BROOKLYN,5,2023,Not Econ Disadv,3860,460,White,3043,458,SWD,3281,434.0
BROOKLYN,6,2023,Econ Disadv,11966,445,Asian,3288,458,Not SWD,11816,453.0
BROOKLYN,6,2023,Econ Disadv,11966,445,Asian,3288,458,SWD,3176,431.0
BROOKLYN,6,2023,Econ Disadv,11966,445,Black,3895,442,Not SWD,11816,453.0
BROOKLYN,6,2023,Econ Disadv,11966,445,Black,3895,442,SWD,3176,431.0
BROOKLYN,6,2023,Econ Disadv,11966,445,Hispanic,4662,441,Not SWD,11816,453.0
BROOKLYN,6,2023,Econ Disadv,11966,445,Hispanic,4662,441,SWD,3176,431.0
BROOKLYN,6,2023,Econ Disadv,11966,445,Multi-Racial,321,456,Not SWD,11816,453.0
BROOKLYN,6,2023,Econ Disadv,11966,445,Multi-Racial,321,456,SWD,3176,431.0
BROOKLYN,6,2023,Econ Disadv,11966,445,Native American,116,444,Not SWD,11816,453.0
BROOKLYN,6,2023,Econ Disadv,11966,445,Native American,116,444,SWD,3176,431.0
BROOKLYN,6,2023,Econ Disadv,11966,445,White,2708,455,Not SWD,11816,453.0
BROOKLYN,6,2023,Econ Disadv,11966,445,White,2708,455,SWD,3176,431.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,Asian,3288,458,Not SWD,11816,453.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,Asian,3288,458,SWD,3176,431.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,Black,3895,442,Not SWD,11816,453.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,Black,3895,442,SWD,3176,431.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,Hispanic,4662,441,Not SWD,11816,453.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,Hispanic,4662,441,SWD,3176,431.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,Multi-Racial,321,456,Not SWD,11816,453.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,Multi-Racial,321,456,SWD,3176,431.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,Native American,116,444,Not SWD,11816,453.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,Native American,116,444,SWD,3176,431.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,White,2708,455,Not SWD,11816,453.0
BROOKLYN,6,2023,Not Econ Disadv,3026,459,White,2708,455,SWD,3176,431.0
BROOKLYN,7,2023,Econ Disadv,11704,448,Asian,3257,461,Not SWD,11969,456.0
BROOKLYN,7,2023,Econ Disadv,11704,448,Asian,3257,461,SWD,3194,435.0
